"state","fips","county","latitude","longitude","I0","R0","A0","S0"
"AL",1095,"Marshall",34.309564,-86.321668,0.00333629010538284,0.000588270181934671,0.152560360561288,0.843344358073834
"AL",1097,"Mobile",30.684573,-88.196568,0.00333629010538284,0.000588270181934671,0.152560360561288,0.843344358073834
"AL",1099,"Monroe",31.580332,-87.383266,0.00333629010538284,0.000588270181934671,0.152560360561288,0.843344358073834
"AL",1101,"Montgomery",32.203651,-86.203831,0.00333629010538284,0.000588270181934671,0.152560360561288,0.843344358073834
"AL",1103,"Morgan",34.454484,-86.846402,0.00333629010538284,0.000588270181934671,0.152560360561288,0.843344358073834
"AL",1105,"Perry",32.639005,-87.293827,0.00333629010538284,0.000588270181934671,0.152560360561288,0.843344358073834
"AL",1107,"Pickens",33.296809,-88.096878,0.00333629010538284,0.000588270181934671,0.152560360561288,0.843344358073834
"AL",1109,"Pike",31.798726,-85.941997,0.00333629010538284,0.000588270181934671,0.152560360561288,0.843344358073834
"AL",1111,"Randolph",33.296475,-85.464068,0.00333629010538284,0.000588270181934671,0.152560360561288,0.843344358073834
"AL",1113,"Russell",32.289811,-85.18698,0.00333629010538284,0.000588270181934671,0.152560360561288,0.843344358073834
"AL",1115,"St. Clair",33.712963,-86.315663,0.00333629010538284,0.000588270181934671,0.152560360561288,0.843344358073834
"AL",1117,"Shelby",33.262937,-86.678104,0.00333629010538284,0.000588270181934671,0.152560360561288,0.843344358073834
"AL",1119,"Sumter",32.597481,-88.200057,0.00333629010538284,0.000588270181934671,0.152560360561288,0.843344358073834
"AL",1121,"Talladega",33.369277,-86.175805,0.00333629010538284,0.000588270181934671,0.152560360561288,0.843344358073834
"AL",1123,"Tallapoosa",32.863369,-85.799553,0.00333629010538284,0.000588270181934671,0.152560360561288,0.843344358073834
"AL",1125,"Tuscaloosa",33.290202,-87.52286,0.00333629010538284,0.000588270181934671,0.152560360561288,0.843344358073834
"AL",1127,"Walker",33.791571,-87.301092,0.00333629010538284,0.000588270181934671,0.152560360561288,0.843344358073834
"AL",1129,"Washington",31.406974,-88.202078,0.00333629010538284,0.000588270181934671,0.152560360561288,0.843344358073834
"AL",1131,"Wilcox",31.99033,-87.302205,0.00333629010538284,0.000588270181934671,0.152560360561288,0.843344358073834
"AL",1133,"Winston",34.155888,-87.364147,0.00333629010538284,0.000588270181934671,0.152560360561288,0.843344358073834
"AZ",4001,"Apache",35.385845,-109.49374,0.00120753329150305,4.89587196239461e-05,0.130457265078338,0.868223543479206
"AZ",4003,"Cochise",31.881793,-109.75412,0.00120753329150305,4.89587196239461e-05,0.130457265078338,0.868223543479206
"AZ",4005,"Coconino",35.829692,-111.77372,0.00120753329150305,4.89587196239461e-05,0.130457265078338,0.868223543479206
"AZ",4007,"Gila",33.789618,-110.81187,0.00120753329150305,4.89587196239461e-05,0.130457265078338,0.868223543479206
"AZ",4009,"Graham",32.931828,-109.87831,0.00120753329150305,4.89587196239461e-05,0.130457265078338,0.868223543479206
"AZ",4011,"Greenlee",33.238872,-109.24232,0.00120753329150305,4.89587196239461e-05,0.130457265078338,0.868223543479206
"AZ",4012,"La Paz",33.727625,-114.03879,0.00120753329150305,4.89587196239461e-05,0.130457265078338,0.868223543479206
"AZ",4013,"Maricopa",33.346541,-112.49553,0.00120753329150305,4.89587196239461e-05,0.130457265078338,0.868223543479206
"AZ",4015,"Mohave",35.717705,-113.74968,0.00120753329150305,4.89587196239461e-05,0.130457265078338,0.868223543479206
"AZ",4017,"Navajo",35.390934,-110.3209,0.00120753329150305,4.89587196239461e-05,0.130457265078338,0.868223543479206
"AZ",4019,"Pima",32.128237,-111.78301,0.00120753329150305,4.89587196239461e-05,0.130457265078338,0.868223543479206
"AZ",4021,"Pinal",32.91891,-111.36725,0.00120753329150305,4.89587196239461e-05,0.130457265078338,0.868223543479206
"AZ",4023,"Santa Cruz",31.525904,-110.84519,0.00120753329150305,4.89587196239461e-05,0.130457265078338,0.868223543479206
"AZ",4025,"Yavapai",34.630044,-112.57374,0.00120753329150305,4.89587196239461e-05,0.130457265078338,0.868223543479206
"AZ",4027,"Yuma",32.773942,-113.9109,0.00120753329150305,4.89587196239461e-05,0.130457265078338,0.868223543479206
